UCMerced Buildings Dataset - Filter Performance Report
=====================================================

Configuration:
  Threads: 16
  Input folder: C:\Users\DELL\Downloads\UCMerced_LandUse\UCMerced_LandUse\Images\buildings
  Total images processed: 100

Filter Performance Summary:
===========================

Edge Detection:
  Images processed: 100
  Total time: 216.00 ms
  Average time: 2.16 ms
  Min time: 2.00 ms
  Max time: 3.00 ms

Gaussian Blur:
  Images processed: 100
  Total time: 2259.00 ms
  Average time: 22.59 ms
  Min time: 17.00 ms
  Max time: 54.00 ms

Laplacian:
  Images processed: 100
  Total time: 835.00 ms
  Average time: 8.35 ms
  Min time: 6.00 ms
  Max time: 15.00 ms

Sharpening:
  Images processed: 100
  Total time: 835.00 ms
  Average time: 8.35 ms
  Min time: 7.00 ms
  Max time: 14.00 ms

Sobel Magnitude:
  Images processed: 100
  Total time: 1458.00 ms
  Average time: 14.58 ms
  Min time: 11.00 ms
  Max time: 24.00 ms

Sobel X:
  Images processed: 100
  Total time: 1484.00 ms
  Average time: 14.84 ms
  Min time: 11.00 ms
  Max time: 23.00 ms

Sobel Y:
  Images processed: 100
  Total time: 210.00 ms
  Average time: 2.10 ms
  Min time: 2.00 ms
  Max time: 5.00 ms


Detailed Results:
=================

Image Name                    Filter              Time (ms)      Status    
buildings67                   Sharpening          7.00           OK        
buildings68                   Sharpening          8.00           OK        
buildings69                   Sharpening          7.00           OK        
buildings70                   Sharpening          7.00           OK        
buildings71                   Sharpening          8.00           OK        
buildings72                   Sharpening          9.00           OK        
buildings73                   Sharpening          9.00           OK        
buildings74                   Sharpening          8.00           OK        
buildings75                   Sharpening          14.00          OK        
buildings76                   Sharpening          12.00          OK        
buildings77                   Sharpening          11.00          OK        
buildings78                   Sharpening          12.00          OK        
buildings79                   Sharpening          10.00          OK        
buildings80                   Sharpening          14.00          OK        
buildings81                   Sharpening          9.00           OK        
buildings82                   Sharpening          10.00          OK        
buildings83                   Sharpening          10.00          OK        
buildings84                   Sharpening          11.00          OK        
buildings85                   Sharpening          11.00          OK        
buildings86                   Sharpening          7.00           OK        
buildings87                   Sharpening          9.00           OK        
buildings88                   Sharpening          11.00          OK        
buildings89                   Sharpening          7.00           OK        
buildings90                   Sharpening          9.00           OK        
buildings91                   Sharpening          8.00           OK        
buildings92                   Sharpening          7.00           OK        
buildings93                   Sharpening          12.00          OK        
buildings94                   Sharpening          8.00           OK        
buildings95                   Sharpening          7.00           OK        
buildings96                   Sharpening          7.00           OK        
buildings97                   Sharpening          7.00           OK        
buildings98                   Sharpening          10.00          OK        
buildings99                   Sharpening          7.00           OK        
buildings00                   Laplacian           7.00           OK        
buildings01                   Laplacian           7.00           OK        
buildings02                   Laplacian           8.00           OK        
buildings03                   Laplacian           12.00          OK        
buildings04                   Laplacian           9.00           OK        
buildings05                   Laplacian           7.00           OK        
buildings06                   Laplacian           8.00           OK        
buildings07                   Laplacian           9.00           OK        
buildings08                   Laplacian           7.00           OK        
buildings09                   Laplacian           7.00           OK        
buildings10                   Laplacian           7.00           OK        
buildings11                   Laplacian           7.00           OK        
buildings12                   Laplacian           6.00           OK        
buildings13                   Laplacian           7.00           OK        
buildings14                   Laplacian           8.00           OK        
buildings15                   Laplacian           7.00           OK        
buildings16                   Laplacian           7.00           OK        
buildings17                   Laplacian           7.00           OK        
buildings18                   Laplacian           8.00           OK        
buildings19                   Laplacian           8.00           OK        
buildings20                   Laplacian           7.00           OK        
buildings21                   Laplacian           7.00           OK        
buildings22                   Laplacian           9.00           OK        
buildings23                   Laplacian           7.00           OK        
buildings24                   Laplacian           8.00           OK        
buildings25                   Laplacian           8.00           OK        
buildings26                   Laplacian           7.00           OK        
buildings27                   Laplacian           8.00           OK        
buildings28                   Laplacian           7.00           OK        
buildings29                   Laplacian           7.00           OK        
buildings30                   Laplacian           15.00          OK        
buildings31                   Laplacian           8.00           OK        
buildings32                   Laplacian           8.00           OK        
buildings33                   Laplacian           7.00           OK        
buildings34                   Laplacian           7.00           OK        
buildings35                   Laplacian           8.00           OK        
buildings36                   Laplacian           9.00           OK        
buildings37                   Laplacian           7.00           OK        
buildings38                   Laplacian           7.00           OK        
buildings39                   Laplacian           7.00           OK        
buildings40                   Laplacian           8.00           OK        
buildings41                   Laplacian           8.00           OK        
buildings42                   Laplacian           10.00          OK        
buildings43                   Laplacian           8.00           OK        
buildings44                   Laplacian           7.00           OK        
buildings45                   Laplacian           9.00           OK        
buildings46                   Laplacian           7.00           OK        
buildings47                   Laplacian           8.00           OK        
buildings48                   Laplacian           7.00           OK        
buildings49                   Laplacian           8.00           OK        
buildings50                   Laplacian           12.00          OK        
buildings51                   Laplacian           10.00          OK        
buildings52                   Laplacian           11.00          OK        
buildings53                   Laplacian           7.00           OK        
buildings54                   Laplacian           7.00           OK        
buildings55                   Laplacian           7.00           OK        
buildings56                   Laplacian           8.00           OK        
buildings57                   Laplacian           10.00          OK        
buildings58                   Laplacian           8.00           OK        
buildings59                   Laplacian           9.00           OK        
buildings60                   Laplacian           12.00          OK        
buildings61                   Laplacian           8.00           OK        
buildings62                   Laplacian           8.00           OK        
buildings63                   Laplacian           11.00          OK        
buildings64                   Laplacian           7.00           OK        
buildings65                   Laplacian           7.00           OK        
buildings66                   Laplacian           7.00           OK        
buildings67                   Laplacian           6.00           OK        
buildings68                   Laplacian           7.00           OK        
buildings69                   Laplacian           7.00           OK        
buildings70                   Laplacian           7.00           OK        
buildings71                   Laplacian           7.00           OK        
buildings72                   Laplacian           9.00           OK        
buildings73                   Laplacian           11.00          OK        
buildings74                   Laplacian           8.00           OK        
buildings75                   Laplacian           9.00           OK        
buildings76                   Laplacian           10.00          OK        
buildings77                   Laplacian           13.00          OK        
buildings78                   Laplacian           8.00           OK        
buildings79                   Laplacian           14.00          OK        
buildings80                   Laplacian           8.00           OK        
buildings81                   Laplacian           11.00          OK        
buildings82                   Laplacian           11.00          OK        
buildings83                   Laplacian           14.00          OK        
buildings84                   Laplacian           10.00          OK        
buildings85                   Laplacian           10.00          OK        
buildings86                   Laplacian           11.00          OK        
buildings87                   Laplacian           7.00           OK        
buildings88                   Laplacian           9.00           OK        
buildings89                   Laplacian           7.00           OK        
buildings90                   Laplacian           7.00           OK        
buildings91                   Laplacian           9.00           OK        
buildings92                   Laplacian           7.00           OK        
buildings93                   Laplacian           7.00           OK        
buildings94                   Laplacian           12.00          OK        
buildings95                   Laplacian           10.00          OK        
buildings96                   Laplacian           8.00           OK        
buildings97                   Laplacian           7.00           OK        
buildings98                   Laplacian           7.00           OK        
buildings99                   Laplacian           7.00           OK        
buildings00                   Edge Detection      3.00           OK        
buildings01                   Edge Detection      3.00           OK        
buildings02                   Edge Detection      3.00           OK        
buildings03                   Edge Detection      3.00           OK        
buildings04                   Edge Detection      2.00           OK        
buildings05                   Edge Detection      3.00           OK        
buildings06                   Edge Detection      2.00           OK        
buildings07                   Edge Detection      2.00           OK        
buildings08                   Edge Detection      3.00           OK        
buildings09                   Edge Detection      3.00           OK        
buildings10                   Edge Detection      2.00           OK        
buildings11                   Edge Detection      2.00           OK        
buildings12                   Edge Detection      3.00           OK        
buildings13                   Edge Detection      2.00           OK        
buildings14                   Edge Detection      2.00           OK        
buildings15                   Edge Detection      2.00           OK        
buildings16                   Edge Detection      2.00           OK        
buildings17                   Edge Detection      2.00           OK        
buildings18                   Edge Detection      2.00           OK        
buildings19                   Edge Detection      3.00           OK        
buildings20                   Edge Detection      3.00           OK        
buildings21                   Edge Detection      3.00           OK        
buildings22                   Edge Detection      2.00           OK        
buildings23                   Edge Detection      2.00           OK        
buildings24                   Edge Detection      2.00           OK        
buildings25                   Edge Detection      2.00           OK        
buildings26                   Edge Detection      2.00           OK        
buildings27                   Edge Detection      2.00           OK        
buildings28                   Edge Detection      2.00           OK        
buildings29                   Edge Detection      2.00           OK        
buildings30                   Edge Detection      2.00           OK        
buildings31                   Edge Detection      2.00           OK        
buildings32                   Edge Detection      2.00           OK        
buildings33                   Edge Detection      2.00           OK        
buildings34                   Edge Detection      2.00           OK        
buildings35                   Edge Detection      2.00           OK        
buildings36                   Edge Detection      2.00           OK        
buildings37                   Edge Detection      2.00           OK        
buildings38                   Edge Detection      3.00           OK        
buildings39                   Edge Detection      2.00           OK        
buildings40                   Edge Detection      2.00           OK        
buildings41                   Edge Detection      2.00           OK        
buildings42                   Edge Detection      2.00           OK        
buildings43                   Edge Detection      2.00           OK        
buildings44                   Edge Detection      2.00           OK        
buildings45                   Edge Detection      2.00           OK        
buildings46                   Edge Detection      2.00           OK        
buildings47                   Edge Detection      2.00           OK        
buildings48                   Edge Detection      2.00           OK        
buildings49                   Edge Detection      2.00           OK        
buildings50                   Edge Detection      2.00           OK        
buildings51                   Edge Detection      2.00           OK        
buildings52                   Edge Detection      2.00           OK        
buildings53                   Edge Detection      2.00           OK        
buildings54                   Edge Detection      2.00           OK        
buildings55                   Edge Detection      3.00           OK        
buildings56                   Edge Detection      3.00           OK        
buildings57                   Edge Detection      2.00           OK        
buildings58                   Edge Detection      2.00           OK        
buildings59                   Edge Detection      2.00           OK        
buildings60                   Edge Detection      2.00           OK        
buildings61                   Edge Detection      2.00           OK        
buildings62                   Edge Detection      2.00           OK        
buildings63                   Edge Detection      2.00           OK        
buildings64                   Edge Detection      3.00           OK        
buildings65                   Edge Detection      2.00           OK        
buildings66                   Edge Detection      2.00           OK        
buildings67                   Edge Detection      2.00           OK        
buildings68                   Edge Detection      2.00           OK        
buildings69                   Edge Detection      2.00           OK        
buildings70                   Edge Detection      2.00           OK        
buildings71                   Edge Detection      2.00           OK        
buildings72                   Edge Detection      2.00           OK        
buildings73                   Edge Detection      2.00           OK        
buildings74                   Edge Detection      2.00           OK        
buildings75                   Edge Detection      2.00           OK        
buildings76                   Edge Detection      2.00           OK        
buildings77                   Edge Detection      2.00           OK        
buildings78                   Edge Detection      2.00           OK        
buildings79                   Edge Detection      2.00           OK        
buildings80                   Edge Detection      2.00           OK        
buildings81                   Edge Detection      2.00           OK        
buildings82                   Edge Detection      2.00           OK        
buildings83                   Edge Detection      2.00           OK        
buildings84                   Edge Detection      2.00           OK        
buildings85                   Edge Detection      2.00           OK        
buildings86                   Edge Detection      2.00           OK        
buildings87                   Edge Detection      2.00           OK        
buildings88                   Edge Detection      2.00           OK        
buildings89                   Edge Detection      2.00           OK        
buildings90                   Edge Detection      2.00           OK        
buildings91                   Edge Detection      2.00           OK        
buildings92                   Edge Detection      2.00           OK        
buildings93                   Edge Detection      2.00           OK        
buildings94                   Edge Detection      2.00           OK        
buildings95                   Edge Detection      2.00           OK        
buildings96                   Edge Detection      2.00           OK        
buildings97                   Edge Detection      2.00           OK        
buildings98                   Edge Detection      3.00           OK        
buildings99                   Edge Detection      2.00           OK        
