ImageName,FilterName,VariantName,ProcessingTime_ms,Success
buildings68,Sobel X,Balanced,1.000,true
buildings69,Sobel X,Balanced,1.000,true
buildings70,Sobel X,Balanced,1.000,true
buildings71,Sobel X,Balanced,1.000,true
buildings72,Sobel X,Balanced,1.000,true
buildings73,Sobel X,Balanced,1.000,true
buildings74,Sobel X,Balanced,1.000,true
buildings75,Sobel X,Balanced,1.000,true
buildings76,Sobel X,Balanced,1.000,true
buildings77,Sobel X,Balanced,1.000,true
buildings78,Sobel X,Balanced,1.000,true
buildings79,Sobel X,Balanced,1.000,true
buildings80,Sobel X,Balanced,1.000,true
buildings81,Sobel X,Balanced,1.000,true
buildings82,Sobel X,Balanced,1.000,true
buildings83,Sobel X,Balanced,1.000,true
buildings84,Sobel X,Balanced,1.000,true
buildings85,Sobel X,Balanced,1.000,true
buildings86,Sobel X,Balanced,1.000,true
buildings87,Sobel X,Balanced,1.000,true
buildings88,Sobel X,Balanced,1.000,true
buildings89,Sobel X,Balanced,1.000,true
buildings90,Sobel X,Balanced,1.000,true
buildings91,Sobel X,Balanced,1.000,true
buildings92,Sobel X,Balanced,1.000,true
buildings93,Sobel X,Balanced,1.000,true
buildings94,Sobel X,Balanced,1.000,true
buildings95,Sobel X,Balanced,1.000,true
buildings96,Sobel X,Balanced,1.000,true
buildings97,Sobel X,Balanced,1.000,true
buildings98,Sobel X,Balanced,1.000,true
buildings99,Sobel X,Balanced,1.000,true
buildings00,Sobel X,Cache Optimized,1.000,true
buildings01,Sobel X,Cache Optimized,2.000,true
buildings02,Sobel X,Cache Optimized,2.000,true
buildings03,Sobel X,Cache Optimized,2.000,true
buildings04,Sobel X,Cache Optimized,2.000,true
buildings05,Sobel X,Cache Optimized,2.000,true
buildings06,Sobel X,Cache Optimized,2.000,true
buildings07,Sobel X,Cache Optimized,2.000,true
buildings08,Sobel X,Cache Optimized,2.000,true
buildings09,Sobel X,Cache Optimized,2.000,true
buildings10,Sobel X,Cache Optimized,2.000,true
buildings11,Sobel X,Cache Optimized,1.000,true
buildings12,Sobel X,Cache Optimized,2.000,true
buildings13,Sobel X,Cache Optimized,1.000,true
buildings14,Sobel X,Cache Optimized,1.000,true
buildings15,Sobel X,Cache Optimized,1.000,true
buildings16,Sobel X,Cache Optimized,2.000,true
buildings17,Sobel X,Cache Optimized,1.000,true
buildings18,Sobel X,Cache Optimized,2.000,true
buildings19,Sobel X,Cache Optimized,2.000,true
buildings20,Sobel X,Cache Optimized,1.000,true
buildings21,Sobel X,Cache Optimized,1.000,true
buildings22,Sobel X,Cache Optimized,2.000,true
buildings23,Sobel X,Cache Optimized,1.000,true
buildings24,Sobel X,Cache Optimized,2.000,true
buildings25,Sobel X,Cache Optimized,1.000,true
buildings26,Sobel X,Cache Optimized,2.000,true
buildings27,Sobel X,Cache Optimized,1.000,true
buildings28,Sobel X,Cache Optimized,2.000,true
buildings29,Sobel X,Cache Optimized,2.000,true
buildings30,Sobel X,Cache Optimized,1.000,true
buildings31,Sobel X,Cache Optimized,1.000,true
buildings32,Sobel X,Cache Optimized,1.000,true
buildings33,Sobel X,Cache Optimized,1.000,true
buildings34,Sobel X,Cache Optimized,2.000,true
buildings35,Sobel X,Cache Optimized,2.000,true
buildings36,Sobel X,Cache Optimized,2.000,true
buildings37,Sobel X,Cache Optimized,1.000,true
buildings38,Sobel X,Cache Optimized,1.000,true
buildings39,Sobel X,Cache Optimized,2.000,true
buildings40,Sobel X,Cache Optimized,2.000,true
buildings41,Sobel X,Cache Optimized,1.000,true
buildings42,Sobel X,Cache Optimized,1.000,true
buildings43,Sobel X,Cache Optimized,2.000,true
buildings44,Sobel X,Cache Optimized,2.000,true
buildings45,Sobel X,Cache Optimized,1.000,true
buildings46,Sobel X,Cache Optimized,2.000,true
buildings47,Sobel X,Cache Optimized,1.000,true
buildings48,Sobel X,Cache Optimized,2.000,true
buildings49,Sobel X,Cache Optimized,1.000,true
buildings50,Sobel X,Cache Optimized,2.000,true
buildings51,Sobel X,Cache Optimized,2.000,true
buildings52,Sobel X,Cache Optimized,2.000,true
buildings53,Sobel X,Cache Optimized,2.000,true
buildings54,Sobel X,Cache Optimized,2.000,true
buildings55,Sobel X,Cache Optimized,2.000,true
buildings56,Sobel X,Cache Optimized,2.000,true
buildings57,Sobel X,Cache Optimized,1.000,true
buildings58,Sobel X,Cache Optimized,1.000,true
buildings59,Sobel X,Cache Optimized,2.000,true
buildings60,Sobel X,Cache Optimized,1.000,true
buildings61,Sobel X,Cache Optimized,2.000,true
buildings62,Sobel X,Cache Optimized,1.000,true
buildings63,Sobel X,Cache Optimized,1.000,true
buildings64,Sobel X,Cache Optimized,1.000,true
buildings65,Sobel X,Cache Optimized,1.000,true
buildings66,Sobel X,Cache Optimized,1.000,true
buildings67,Sobel X,Cache Optimized,1.000,true
buildings68,Sobel X,Cache Optimized,1.000,true
buildings69,Sobel X,Cache Optimized,1.000,true
buildings70,Sobel X,Cache Optimized,1.000,true
buildings71,Sobel X,Cache Optimized,1.000,true
buildings72,Sobel X,Cache Optimized,1.000,true
buildings73,Sobel X,Cache Optimized,1.000,true
buildings74,Sobel X,Cache Optimized,1.000,true
buildings75,Sobel X,Cache Optimized,1.000,true
buildings76,Sobel X,Cache Optimized,1.000,true
buildings77,Sobel X,Cache Optimized,1.000,true
buildings78,Sobel X,Cache Optimized,1.000,true
buildings79,Sobel X,Cache Optimized,1.000,true
buildings80,Sobel X,Cache Optimized,1.000,true
buildings81,Sobel X,Cache Optimized,2.000,true
buildings82,Sobel X,Cache Optimized,1.000,true
buildings83,Sobel X,Cache Optimized,1.000,true
buildings84,Sobel X,Cache Optimized,1.000,true
buildings85,Sobel X,Cache Optimized,2.000,true
buildings86,Sobel X,Cache Optimized,1.000,true
buildings87,Sobel X,Cache Optimized,1.000,true
buildings88,Sobel X,Cache Optimized,1.000,true
buildings89,Sobel X,Cache Optimized,1.000,true
buildings90,Sobel X,Cache Optimized,1.000,true
buildings91,Sobel X,Cache Optimized,1.000,true
buildings92,Sobel X,Cache Optimized,1.000,true
buildings93,Sobel X,Cache Optimized,1.000,true
buildings94,Sobel X,Cache Optimized,1.000,true
buildings95,Sobel X,Cache Optimized,1.000,true
buildings96,Sobel X,Cache Optimized,1.000,true
buildings97,Sobel X,Cache Optimized,1.000,true
buildings98,Sobel X,Cache Optimized,1.000,true
buildings99,Sobel X,Cache Optimized,1.000,true
buildings00,Sobel X,Raw Array,3.000,true
buildings01,Sobel X,Raw Array,3.000,true
buildings02,Sobel X,Raw Array,3.000,true
buildings03,Sobel X,Raw Array,3.000,true
buildings04,Sobel X,Raw Array,3.000,true
buildings05,Sobel X,Raw Array,3.000,true
buildings06,Sobel X,Raw Array,3.000,true
buildings07,Sobel X,Raw Array,3.000,true
buildings08,Sobel X,Raw Array,3.000,true
buildings09,Sobel X,Raw Array,3.000,true
buildings10,Sobel X,Raw Array,4.000,true
buildings11,Sobel X,Raw Array,4.000,true
buildings12,Sobel X,Raw Array,4.000,true
buildings13,Sobel X,Raw Array,4.000,true
buildings14,Sobel X,Raw Array,4.000,true
buildings15,Sobel X,Raw Array,4.000,true
buildings16,Sobel X,Raw Array,4.000,true
buildings17,Sobel X,Raw Array,3.000,true
buildings18,Sobel X,Raw Array,4.000,true
buildings19,Sobel X,Raw Array,3.000,true
buildings20,Sobel X,Raw Array,3.000,true
buildings21,Sobel X,Raw Array,3.000,true
buildings22,Sobel X,Raw Array,3.000,true
buildings23,Sobel X,Raw Array,3.000,true
buildings24,Sobel X,Raw Array,3.000,true
buildings25,Sobel X,Raw Array,3.000,true
buildings26,Sobel X,Raw Array,3.000,true
buildings27,Sobel X,Raw Array,3.000,true
buildings28,Sobel X,Raw Array,3.000,true
buildings29,Sobel X,Raw Array,3.000,true
buildings30,Sobel X,Raw Array,4.000,true
buildings31,Sobel X,Raw Array,3.000,true
buildings32,Sobel X,Raw Array,3.000,true
buildings33,Sobel X,Raw Array,3.000,true
buildings34,Sobel X,Raw Array,3.000,true
buildings35,Sobel X,Raw Array,3.000,true
buildings36,Sobel X,Raw Array,3.000,true
buildings37,Sobel X,Raw Array,3.000,true
buildings38,Sobel X,Raw Array,3.000,true
buildings39,Sobel X,Raw Array,3.000,true
buildings40,Sobel X,Raw Array,3.000,true
buildings41,Sobel X,Raw Array,4.000,true
buildings42,Sobel X,Raw Array,3.000,true
buildings43,Sobel X,Raw Array,3.000,true
buildings44,Sobel X,Raw Array,3.000,true
buildings45,Sobel X,Raw Array,4.000,true
buildings46,Sobel X,Raw Array,3.000,true
buildings47,Sobel X,Raw Array,3.000,true
buildings48,Sobel X,Raw Array,3.000,true
buildings49,Sobel X,Raw Array,3.000,true
buildings50,Sobel X,Raw Array,4.000,true
buildings51,Sobel X,Raw Array,3.000,true
buildings52,Sobel X,Raw Array,3.000,true
buildings53,Sobel X,Raw Array,3.000,true
buildings54,Sobel X,Raw Array,3.000,true
buildings55,Sobel X,Raw Array,3.000,true
buildings56,Sobel X,Raw Array,3.000,true
buildings57,Sobel X,Raw Array,3.000,true
buildings58,Sobel X,Raw Array,3.000,true
buildings59,Sobel X,Raw Array,3.000,true
buildings60,Sobel X,Raw Array,3.000,true
buildings61,Sobel X,Raw Array,3.000,true
buildings62,Sobel X,Raw Array,3.000,true
buildings63,Sobel X,Raw Array,3.000,true
buildings64,Sobel X,Raw Array,3.000,true
buildings65,Sobel X,Raw Array,3.000,true
buildings66,Sobel X,Raw Array,3.000,true
buildings67,Sobel X,Raw Array,3.000,true
buildings68,Sobel X,Raw Array,3.000,true
buildings69,Sobel X,Raw Array,3.000,true
buildings70,Sobel X,Raw Array,3.000,true
buildings71,Sobel X,Raw Array,3.000,true
buildings72,Sobel X,Raw Array,3.000,true
buildings73,Sobel X,Raw Array,3.000,true
buildings74,Sobel X,Raw Array,3.000,true
buildings75,Sobel X,Raw Array,3.000,true
buildings76,Sobel X,Raw Array,3.000,true
buildings77,Sobel X,Raw Array,3.000,true
buildings78,Sobel X,Raw Array,3.000,true
buildings79,Sobel X,Raw Array,3.000,true
buildings80,Sobel X,Raw Array,3.000,true
buildings81,Sobel X,Raw Array,3.000,true
buildings82,Sobel X,Raw Array,3.000,true
buildings83,Sobel X,Raw Array,3.000,true
buildings84,Sobel X,Raw Array,3.000,true
buildings85,Sobel X,Raw Array,3.000,true
buildings86,Sobel X,Raw Array,3.000,true
buildings87,Sobel X,Raw Array,3.000,true
buildings88,Sobel X,Raw Array,3.000,true
buildings89,Sobel X,Raw Array,3.000,true
buildings90,Sobel X,Raw Array,4.000,true
buildings91,Sobel X,Raw Array,4.000,true
buildings92,Sobel X,Raw Array,3.000,true
buildings93,Sobel X,Raw Array,3.000,true
buildings94,Sobel X,Raw Array,3.000,true
buildings95,Sobel X,Raw Array,3.000,true
buildings96,Sobel X,Raw Array,3.000,true
buildings97,Sobel X,Raw Array,3.000,true
buildings98,Sobel X,Raw Array,3.000,true
buildings99,Sobel X,Raw Array,3.000,true
buildings00,Sobel Y,Standard,4.000,true
buildings01,Sobel Y,Standard,2.000,true
buildings02,Sobel Y,Standard,2.000,true
buildings03,Sobel Y,Standard,2.000,true
buildings04,Sobel Y,Standard,2.000,true
buildings05,Sobel Y,Standard,2.000,true
buildings06,Sobel Y,Standard,2.000,true
buildings07,Sobel Y,Standard,2.000,true
buildings08,Sobel Y,Standard,2.000,true
buildings09,Sobel Y,Standard,2.000,true
buildings10,Sobel Y,Standard,2.000,true
buildings11,Sobel Y,Standard,2.000,true
buildings12,Sobel Y,Standard,2.000,true
buildings13,Sobel Y,Standard,2.000,true
buildings14,Sobel Y,Standard,2.000,true
buildings15,Sobel Y,Standard,2.000,true
buildings16,Sobel Y,Standard,2.000,true
buildings17,Sobel Y,Standard,2.000,true
buildings18,Sobel Y,Standard,2.000,true
buildings19,Sobel Y,Standard,2.000,true
buildings20,Sobel Y,Standard,2.000,true
buildings21,Sobel Y,Standard,2.000,true
buildings22,Sobel Y,Standard,2.000,true
buildings23,Sobel Y,Standard,2.000,true
buildings24,Sobel Y,Standard,2.000,true
buildings25,Sobel Y,Standard,2.000,true
buildings26,Sobel Y,Standard,2.000,true
buildings27,Sobel Y,Standard,2.000,true
buildings28,Sobel Y,Standard,2.000,true
buildings29,Sobel Y,Standard,2.000,true
buildings30,Sobel Y,Standard,3.000,true
buildings31,Sobel Y,Standard,2.000,true
buildings32,Sobel Y,Standard,2.000,true
buildings33,Sobel Y,Standard,2.000,true
buildings34,Sobel Y,Standard,4.000,true
buildings35,Sobel Y,Standard,11.000,true
buildings36,Sobel Y,Standard,4.000,true
buildings37,Sobel Y,Standard,5.000,true
buildings38,Sobel Y,Standard,6.000,true
buildings39,Sobel Y,Standard,3.000,true
buildings40,Sobel Y,Standard,3.000,true
buildings41,Sobel Y,Standard,3.000,true
buildings42,Sobel Y,Standard,4.000,true
buildings43,Sobel Y,Standard,5.000,true
buildings44,Sobel Y,Standard,3.000,true
buildings45,Sobel Y,Standard,3.000,true
buildings46,Sobel Y,Standard,2.000,true
buildings47,Sobel Y,Standard,3.000,true
buildings48,Sobel Y,Standard,2.000,true
buildings49,Sobel Y,Standard,2.000,true
buildings50,Sobel Y,Standard,2.000,true
buildings51,Sobel Y,Standard,2.000,true
buildings52,Sobel Y,Standard,2.000,true
buildings53,Sobel Y,Standard,2.000,true
buildings54,Sobel Y,Standard,2.000,true
buildings55,Sobel Y,Standard,2.000,true
buildings56,Sobel Y,Standard,2.000,true
buildings57,Sobel Y,Standard,2.000,true
buildings58,Sobel Y,Standard,2.000,true
buildings59,Sobel Y,Standard,2.000,true
buildings60,Sobel Y,Standard,2.000,true
buildings61,Sobel Y,Standard,2.000,true
buildings62,Sobel Y,Standard,2.000,true
buildings63,Sobel Y,Standard,2.000,true
buildings64,Sobel Y,Standard,2.000,true
buildings65,Sobel Y,Standard,2.000,true
buildings66,Sobel Y,Standard,2.000,true
buildings67,Sobel Y,Standard,2.000,true
buildings68,Sobel Y,Standard,2.000,true
buildings69,Sobel Y,Standard,2.000,true
buildings70,Sobel Y,Standard,2.000,true
buildings71,Sobel Y,Standard,2.000,true
buildings72,Sobel Y,Standard,2.000,true
buildings73,Sobel Y,Standard,2.000,true
buildings74,Sobel Y,Standard,2.000,true
buildings75,Sobel Y,Standard,2.000,true
buildings76,Sobel Y,Standard,3.000,true
buildings77,Sobel Y,Standard,3.000,true
buildings78,Sobel Y,Standard,3.000,true
buildings79,Sobel Y,Standard,2.000,true
buildings80,Sobel Y,Standard,3.000,true
buildings81,Sobel Y,Standard,3.000,true
buildings82,Sobel Y,Standard,3.000,true
buildings83,Sobel Y,Standard,2.000,true
buildings84,Sobel Y,Standard,2.000,true
buildings85,Sobel Y,Standard,2.000,true
buildings86,Sobel Y,Standard,2.000,true
buildings87,Sobel Y,Standard,2.000,true
buildings88,Sobel Y,Standard,2.000,true
buildings89,Sobel Y,Standard,2.000,true
buildings90,Sobel Y,Standard,2.000,true
buildings91,Sobel Y,Standard,2.000,true
buildings92,Sobel Y,Standard,2.000,true
buildings93,Sobel Y,Standard,2.000,true
buildings94,Sobel Y,Standard,2.000,true
buildings95,Sobel Y,Standard,2.000,true
buildings96,Sobel Y,Standard,2.000,true
buildings97,Sobel Y,Standard,2.000,true
buildings98,Sobel Y,Standard,2.000,true
buildings99,Sobel Y,Standard,2.000,true
buildings00,Sobel Y,Balanced,1.000,true
buildings01,Sobel Y,Balanced,1.000,true
buildings02,Sobel Y,Balanced,1.000,true
buildings03,Sobel Y,Balanced,1.000,true
buildings04,Sobel Y,Balanced,1.000,true
buildings05,Sobel Y,Balanced,1.000,true
buildings06,Sobel Y,Balanced,1.000,true
buildings07,Sobel Y,Balanced,1.000,true
buildings08,Sobel Y,Balanced,1.000,true
buildings09,Sobel Y,Balanced,1.000,true
buildings10,Sobel Y,Balanced,1.000,true
buildings11,Sobel Y,Balanced,1.000,true
buildings12,Sobel Y,Balanced,1.000,true
buildings13,Sobel Y,Balanced,1.000,true
buildings14,Sobel Y,Balanced,1.000,true
buildings15,Sobel Y,Balanced,1.000,true
buildings16,Sobel Y,Balanced,1.000,true
buildings17,Sobel Y,Balanced,1.000,true
buildings18,Sobel Y,Balanced,1.000,true
buildings19,Sobel Y,Balanced,1.000,true
buildings20,Sobel Y,Balanced,1.000,true
buildings21,Sobel Y,Balanced,1.000,true
buildings22,Sobel Y,Balanced,1.000,true
buildings23,Sobel Y,Balanced,1.000,true
buildings24,Sobel Y,Balanced,1.000,true
buildings25,Sobel Y,Balanced,1.000,true
buildings26,Sobel Y,Balanced,1.000,true
buildings27,Sobel Y,Balanced,1.000,true
buildings28,Sobel Y,Balanced,1.000,true
buildings29,Sobel Y,Balanced,1.000,true
buildings30,Sobel Y,Balanced,1.000,true
buildings31,Sobel Y,Balanced,1.000,true
buildings32,Sobel Y,Balanced,1.000,true
buildings33,Sobel Y,Balanced,1.000,true
buildings34,Sobel Y,Balanced,1.000,true
buildings35,Sobel Y,Balanced,1.000,true
buildings36,Sobel Y,Balanced,1.000,true
buildings37,Sobel Y,Balanced,1.000,true
buildings38,Sobel Y,Balanced,1.000,true
buildings39,Sobel Y,Balanced,1.000,true
buildings40,Sobel Y,Balanced,1.000,true
buildings41,Sobel Y,Balanced,1.000,true
buildings42,Sobel Y,Balanced,1.000,true
buildings43,Sobel Y,Balanced,1.000,true
buildings44,Sobel Y,Balanced,1.000,true
buildings45,Sobel Y,Balanced,1.000,true
buildings46,Sobel Y,Balanced,1.000,true
buildings47,Sobel Y,Balanced,1.000,true
buildings48,Sobel Y,Balanced,1.000,true
buildings49,Sobel Y,Balanced,1.000,true
buildings50,Sobel Y,Balanced,1.000,true
buildings51,Sobel Y,Balanced,1.000,true
buildings52,Sobel Y,Balanced,1.000,true
buildings53,Sobel Y,Balanced,1.000,true
buildings54,Sobel Y,Balanced,1.000,true
buildings55,Sobel Y,Balanced,1.000,true
buildings56,Sobel Y,Balanced,1.000,true
buildings57,Sobel Y,Balanced,1.000,true
buildings58,Sobel Y,Balanced,1.000,true
buildings59,Sobel Y,Balanced,1.000,true
buildings60,Sobel Y,Balanced,1.000,true
buildings61,Sobel Y,Balanced,1.000,true
buildings62,Sobel Y,Balanced,1.000,true
buildings63,Sobel Y,Balanced,1.000,true
buildings64,Sobel Y,Balanced,1.000,true
buildings65,Sobel Y,Balanced,1.000,true
buildings66,Sobel Y,Balanced,1.000,true
buildings67,Sobel Y,Balanced,1.000,true
buildings68,Sobel Y,Balanced,1.000,true
buildings69,Sobel Y,Balanced,1.000,true
buildings70,Sobel Y,Balanced,1.000,true
buildings71,Sobel Y,Balanced,1.000,true
buildings72,Sobel Y,Balanced,1.000,true
buildings73,Sobel Y,Balanced,1.000,true
buildings74,Sobel Y,Balanced,1.000,true
buildings75,Sobel Y,Balanced,1.000,true
buildings76,Sobel Y,Balanced,1.000,true
buildings77,Sobel Y,Balanced,1.000,true
buildings78,Sobel Y,Balanced,1.000,true
buildings79,Sobel Y,Balanced,1.000,true
buildings80,Sobel Y,Balanced,1.000,true
buildings81,Sobel Y,Balanced,1.000,true
buildings82,Sobel Y,Balanced,1.000,true
buildings83,Sobel Y,Balanced,1.000,true
buildings84,Sobel Y,Balanced,1.000,true
buildings85,Sobel Y,Balanced,1.000,true
buildings86,Sobel Y,Balanced,4.000,true
buildings87,Sobel Y,Balanced,2.000,true
buildings88,Sobel Y,Balanced,2.000,true
buildings89,Sobel Y,Balanced,2.000,true
buildings90,Sobel Y,Balanced,2.000,true
buildings91,Sobel Y,Balanced,1.000,true
buildings92,Sobel Y,Balanced,1.000,true
buildings93,Sobel Y,Balanced,1.000,true
buildings94,Sobel Y,Balanced,1.000,true
buildings95,Sobel Y,Balanced,2.000,true
buildings96,Sobel Y,Balanced,1.000,true
buildings97,Sobel Y,Balanced,1.000,true
buildings98,Sobel Y,Balanced,1.000,true
buildings99,Sobel Y,Balanced,1.000,true
buildings00,Sobel Y,Cache Optimized,2.000,true
buildings01,Sobel Y,Cache Optimized,1.000,true
buildings02,Sobel Y,Cache Optimized,1.000,true
buildings03,Sobel Y,Cache Optimized,1.000,true
buildings04,Sobel Y,Cache Optimized,1.000,true
buildings05,Sobel Y,Cache Optimized,1.000,true
buildings06,Sobel Y,Cache Optimized,1.000,true
buildings07,Sobel Y,Cache Optimized,1.000,true
buildings08,Sobel Y,Cache Optimized,1.000,true
buildings09,Sobel Y,Cache Optimized,1.000,true
buildings10,Sobel Y,Cache Optimized,1.000,true
buildings11,Sobel Y,Cache Optimized,1.000,true
buildings12,Sobel Y,Cache Optimized,1.000,true
buildings13,Sobel Y,Cache Optimized,1.000,true
buildings14,Sobel Y,Cache Optimized,1.000,true
buildings15,Sobel Y,Cache Optimized,1.000,true
buildings16,Sobel Y,Cache Optimized,1.000,true
buildings17,Sobel Y,Cache Optimized,1.000,true
buildings18,Sobel Y,Cache Optimized,1.000,true
buildings19,Sobel Y,Cache Optimized,1.000,true
buildings20,Sobel Y,Cache Optimized,1.000,true
buildings21,Sobel Y,Cache Optimized,1.000,true
buildings22,Sobel Y,Cache Optimized,1.000,true
buildings23,Sobel Y,Cache Optimized,1.000,true
buildings24,Sobel Y,Cache Optimized,1.000,true
buildings25,Sobel Y,Cache Optimized,1.000,true
buildings26,Sobel Y,Cache Optimized,1.000,true
buildings27,Sobel Y,Cache Optimized,1.000,true
buildings28,Sobel Y,Cache Optimized,1.000,true
buildings29,Sobel Y,Cache Optimized,1.000,true
buildings30,Sobel Y,Cache Optimized,1.000,true
buildings31,Sobel Y,Cache Optimized,1.000,true
buildings32,Sobel Y,Cache Optimized,1.000,true
buildings33,Sobel Y,Cache Optimized,1.000,true
buildings34,Sobel Y,Cache Optimized,1.000,true
buildings35,Sobel Y,Cache Optimized,1.000,true
buildings36,Sobel Y,Cache Optimized,1.000,true
buildings37,Sobel Y,Cache Optimized,1.000,true
buildings38,Sobel Y,Cache Optimized,1.000,true
buildings39,Sobel Y,Cache Optimized,1.000,true
buildings40,Sobel Y,Cache Optimized,1.000,true
buildings41,Sobel Y,Cache Optimized,1.000,true
buildings42,Sobel Y,Cache Optimized,1.000,true
buildings43,Sobel Y,Cache Optimized,1.000,true
buildings44,Sobel Y,Cache Optimized,1.000,true
buildings45,Sobel Y,Cache Optimized,1.000,true
buildings46,Sobel Y,Cache Optimized,1.000,true
buildings47,Sobel Y,Cache Optimized,1.000,true
buildings48,Sobel Y,Cache Optimized,1.000,true
buildings49,Sobel Y,Cache Optimized,1.000,true
buildings50,Sobel Y,Cache Optimized,1.000,true
buildings51,Sobel Y,Cache Optimized,1.000,true
buildings52,Sobel Y,Cache Optimized,1.000,true
buildings53,Sobel Y,Cache Optimized,1.000,true
buildings54,Sobel Y,Cache Optimized,1.000,true
buildings55,Sobel Y,Cache Optimized,1.000,true
buildings56,Sobel Y,Cache Optimized,1.000,true
buildings57,Sobel Y,Cache Optimized,1.000,true
buildings58,Sobel Y,Cache Optimized,1.000,true
buildings59,Sobel Y,Cache Optimized,1.000,true
buildings60,Sobel Y,Cache Optimized,1.000,true
buildings61,Sobel Y,Cache Optimized,1.000,true
buildings62,Sobel Y,Cache Optimized,1.000,true
buildings63,Sobel Y,Cache Optimized,1.000,true
buildings64,Sobel Y,Cache Optimized,1.000,true
buildings65,Sobel Y,Cache Optimized,1.000,true
buildings66,Sobel Y,Cache Optimized,1.000,true
buildings67,Sobel Y,Cache Optimized,1.000,true
buildings68,Sobel Y,Cache Optimized,1.000,true
buildings69,Sobel Y,Cache Optimized,1.000,true
buildings70,Sobel Y,Cache Optimized,1.000,true
buildings71,Sobel Y,Cache Optimized,1.000,true
buildings72,Sobel Y,Cache Optimized,1.000,true
buildings73,Sobel Y,Cache Optimized,1.000,true
buildings74,Sobel Y,Cache Optimized,1.000,true
buildings75,Sobel Y,Cache Optimized,1.000,true
buildings76,Sobel Y,Cache Optimized,1.000,true
buildings77,Sobel Y,Cache Optimized,1.000,true
buildings78,Sobel Y,Cache Optimized,1.000,true
buildings79,Sobel Y,Cache Optimized,1.000,true
buildings80,Sobel Y,Cache Optimized,1.000,true
buildings81,Sobel Y,Cache Optimized,1.000,true
buildings82,Sobel Y,Cache Optimized,1.000,true
buildings83,Sobel Y,Cache Optimized,1.000,true
buildings84,Sobel Y,Cache Optimized,1.000,true
buildings85,Sobel Y,Cache Optimized,1.000,true
buildings86,Sobel Y,Cache Optimized,1.000,true
buildings87,Sobel Y,Cache Optimized,1.000,true
buildings88,Sobel Y,Cache Optimized,1.000,true
buildings89,Sobel Y,Cache Optimized,1.000,true
buildings90,Sobel Y,Cache Optimized,1.000,true
buildings91,Sobel Y,Cache Optimized,2.000,true
buildings92,Sobel Y,Cache Optimized,1.000,true
buildings93,Sobel Y,Cache Optimized,1.000,true
buildings94,Sobel Y,Cache Optimized,1.000,true
buildings95,Sobel Y,Cache Optimized,1.000,true
buildings96,Sobel Y,Cache Optimized,1.000,true
buildings97,Sobel Y,Cache Optimized,1.000,true
buildings98,Sobel Y,Cache Optimized,1.000,true
buildings99,Sobel Y,Cache Optimized,1.000,true
buildings00,Sobel Y,Raw Array,3.000,true
buildings01,Sobel Y,Raw Array,3.000,true
buildings02,Sobel Y,Raw Array,3.000,true
buildings03,Sobel Y,Raw Array,3.000,true
buildings04,Sobel Y,Raw Array,3.000,true
buildings05,Sobel Y,Raw Array,3.000,true
buildings06,Sobel Y,Raw Array,3.000,true
buildings07,Sobel Y,Raw Array,3.000,true
buildings08,Sobel Y,Raw Array,3.000,true
buildings09,Sobel Y,Raw Array,3.000,true
buildings10,Sobel Y,Raw Array,3.000,true
buildings11,Sobel Y,Raw Array,3.000,true
buildings12,Sobel Y,Raw Array,3.000,true
buildings13,Sobel Y,Raw Array,3.000,true
buildings14,Sobel Y,Raw Array,4.000,true
buildings15,Sobel Y,Raw Array,3.000,true
buildings16,Sobel Y,Raw Array,3.000,true
buildings17,Sobel Y,Raw Array,3.000,true
buildings18,Sobel Y,Raw Array,3.000,true
buildings19,Sobel Y,Raw Array,3.000,true
buildings20,Sobel Y,Raw Array,3.000,true
buildings21,Sobel Y,Raw Array,4.000,true
buildings22,Sobel Y,Raw Array,3.000,true
buildings23,Sobel Y,Raw Array,3.000,true
buildings24,Sobel Y,Raw Array,3.000,true
buildings25,Sobel Y,Raw Array,3.000,true
buildings26,Sobel Y,Raw Array,3.000,true
buildings27,Sobel Y,Raw Array,3.000,true
buildings28,Sobel Y,Raw Array,3.000,true
buildings29,Sobel Y,Raw Array,3.000,true
buildings30,Sobel Y,Raw Array,2.000,true
buildings31,Sobel Y,Raw Array,3.000,true
buildings32,Sobel Y,Raw Array,2.000,true
buildings33,Sobel Y,Raw Array,2.000,true
buildings34,Sobel Y,Raw Array,3.000,true
buildings35,Sobel Y,Raw Array,3.000,true
buildings36,Sobel Y,Raw Array,3.000,true
buildings37,Sobel Y,Raw Array,3.000,true
buildings38,Sobel Y,Raw Array,3.000,true
buildings39,Sobel Y,Raw Array,3.000,true
buildings40,Sobel Y,Raw Array,3.000,true
buildings41,Sobel Y,Raw Array,3.000,true
buildings42,Sobel Y,Raw Array,3.000,true
buildings43,Sobel Y,Raw Array,2.000,true
buildings44,Sobel Y,Raw Array,3.000,true
buildings45,Sobel Y,Raw Array,3.000,true
buildings46,Sobel Y,Raw Array,3.000,true
buildings47,Sobel Y,Raw Array,3.000,true
buildings48,Sobel Y,Raw Array,3.000,true
buildings49,Sobel Y,Raw Array,3.000,true
buildings50,Sobel Y,Raw Array,3.000,true
buildings51,Sobel Y,Raw Array,4.000,true
buildings52,Sobel Y,Raw Array,4.000,true
buildings53,Sobel Y,Raw Array,3.000,true
buildings54,Sobel Y,Raw Array,3.000,true
buildings55,Sobel Y,Raw Array,3.000,true
